htid,htid_old,first_publication,rights,ht_bib_key,description,source,source_bib_num,oclc_num,lccn,title,imprint,rights_date_used,author,bib_fmt,oclc_number_earliest,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,rights_reason_code,,pub_place,random
uc1.$b52714,,1916,,,,,6574125,2408279,,"The further side of silence | $c: [by] Sir Hugh Clifford, illustrated by Mahlon Blaine.","Garden City, N.Y.|Doubleday, Page & company|c1927",1927,"Clifford, Hugh Charles, Sir,",NotFiction,3282838,,,,,,,,nyu,
osu.32435052534187,,1927,,,,,100820473,1721051,,"A knight of Carolina, | $c: by A. M. Barnes.",Philadelphia|The Penn publishing company|1927.,1927,"Barnes, Annie Maria,",NotFiction,1721051,,,,,,,,mau,
mdp.39015003681452,,1912,,,,,432243,3596348,,The Inn of tranquillity and other impressions. | Verses new and old.,New York|C. Scribner's sons|1927.,1927,"Galsworthy, John,",NotFiction,365560,,,,,,,,nyu,
wu.89052490638,,1927,,,,,5768571,6624067,,The Hitchcock edition of Somerville and Ross.,New York|Derrydale Press|1927.,1927,"Somerville, E. Œ. (Edith Œnone),",NotFiction,6624067,,,,,,,,nyu,
mdp.39015003669861,,1874,,,,,433269,14345928,,"Far from the madding crowd, | $c: by Thomas Hardy.","London|Macmillan and co., limited|1927.",1927,"Hardy, Thomas,",Fiction,896699073,,,,,,,,enk,
mdp.39015059373020,,1928,,,,,160294,9583421,,"What feather, | stories and verse, | $c: by L. S. Brown, A. E. Dubois, E. N. Hooker [and] M. C. Thomas.","Syracuse, N.Y.|Pendragon Press|1928",1928,,NotFiction,9583421,,,,,,,,nyu,
osu.32435001437631,,1928,,,,,100819544,2888346,,The younges venus : | or The love story of a plain girl / | $c: by Berta Ruck.,"New York|Dodd, Mead|1928.",1928,"Ruck, Berta,",NotFiction,2888346,,,,,,,,xx ,
inu.30000011371634,,1928,,,,,6057992,2954990,,Complete novels / | $c: Jane Austen; with an introd. by J.C. Squire.,London|W. Heinemann|1928.,1928,"Austen, Jane,",NotFiction,2954990,,,,,,,,xx ,
mdp.39015005788909,,1928,,,,,981021,1334024,,Ashes / | $c: Stefan Zeromski ; translated from the Polish by Helen Stankiewicz Zand.,New York|London|A.A. Knopf|1928-,1928,"Zeromski, Stefan,",Fiction,1334024,,,,,,,,nyu,
inu.30000041692793,,1928,,,,,6059665,4528197,,"The eternal moment, | and other stories : | $c: by E. M. Forster.","London|Sidgwick & Jackson, ltd.|1928.",1928,"Forster, E. M. (Edward Morgan),",NotFiction,4528197,,,,,,,,enk,
mdp.39015032034038,,1928,,,,,1779698,933657,,"The redemption of Tycho Brahe, | $c: by Max Brod, with an introduction by Stefan Zweig; translated from the German by Felix Warren Crosse.",New York|A.A. Knopf|1928.,1928,"Brod, Max,",UnknownGenre,933657,,,,,,,,nyu,
mdp.39015058537856,,1929,,,,,1873049,67826611,,"Lobengula, | $c: by Hugh Marshall Hole ...",London|P. Allan & co. ltd.|1929,1929,"Hole, Hugh Marshall,",UnknownGenre,67826611,,,,,,,,enk,
uc1.b4105200,,1857,,,,,6156215,9498971,,Barchester Towers / | $c: by Anthony Trollope.,"Stratford-upon-Avon|Published for the Shakespeare Head Press by B. Blackwell, Oxford|1929.",1929,"Trollope, Anthony,",Fiction,2168987,,,,,,,,enk,
mdp.39015035899320,,1929,,,,,325747,1942491,,God have mercy on us! : | a story of 1918 / by William T. Scanlon.,Boston|New York|Houghton Mifflin|1929.,1929,"Scanlon, William T.",Fiction,1942491,,,,,,,,mau,
mdp.39015021968543,,1929,,,,,436313,17242882,,The half pint flask | $c: [by] Du Bose Heyward.,"New York|Farrar & Rinehart, inc.|1929.",1929,"Heyward, DuBose,",Fiction,17242882,,,,,,,,nyu,
mdp.39015030043429,,1929,,,,,1784797,2407082,,The lady of laws.,New York|E. Holt|c1929,1929,"Trautwein, Susanne G.,",Fiction,2407082,,,,,,,,xx ,
uc1.b4089283,,1929,,,,,6150594,1164227,,"The secret and other stories, | $c: by A. A. Milne.","New York|The Fountain press|London|Methuen and company, ltd.|1929.",1929,"Milne, A. A. (Alan Alexander),",NotFiction,1164227,,,,,,,,xx ,
uc1.$b730193,,1930,,,,,8296752,2529881,,"Sir Bob, | $c: by Salvador de Madariaga; illustrated by Lynd Ward.","New York|Harcourt, Brace and Company|c1930",1930,"Madariaga, Salvador de,",Fiction,2529881,,,,,,,,nyu,
mdp.39015063919974,,1930,,,,,1419488,3827688,,"All our yesterdays, | $c: by H. M. Tomlinson.",New York|Grosset & Dunlap|c1930,1930,"(Henry Major), Tomlinson, H. M.",UnknownGenre,3827688,,,,,,,,nyu,
mdp.39015059414972,,1930,,,,,158241,27825739,,"The third day, | $c: by George Manning-Sanders.",New York|H. Liveright|1930.,1930,"Manning-Sanders, George.",Fiction,27825739,,,,,,,,nyu,
uc1.b3933923,,1930,,,,,6756386,513662,,"The flames of Moscow, | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.",New York|The Macmillan Company|1930.,1930,"Lukash, Ivan,",Fiction,513662,,,,,,,,nyu,
coo.31924000041602,,1930,,,,,1502312,930816,,"The island of penguins, | $c: by Cherry Kearton ... with ninety photographs and a map.","London|New York [etc.|Longmans, Green and Co.|1930.",1930,"Kearton, Cherry,",NotFiction,930816,,,,,,,,enk,
uc1.$b299643,,1930,,,,,6533143,1463507,,"Robert Peckham, | $c: by Maurice Baring.",London|W. Heinemann ltd.|1930,1930,"Baring, Maurice,",Fiction,1463507,,,,,,,,enk,
uc1.$b56575,,1931,,,,,6575996,7321470,,"The white leopard, | a tale of the African bush; | $c: illustrated by Kurt Wiese.",n.p.|Bobbs|1931,1931,"Fletcher, Inglis,",Fiction,7321470,,,,,,,,xx ,
mdp.39015031941878,,1931,,,,,853834,11314640,,"The key, | $c: by M. Aldanov.","London [etc.|G.G. Harrap & Co., ltd.|1931",1931,"Aldanov, Mark Aleksandrovich,",Fiction,11314640,,,,,,,,enk,
uc1.$b243187,,1920,,,,,6497952,29610163,,"The house by the river, | $c: by A.P. Herbert.","London|Methuen & Co., Ltd.|1931",1931,"Herbert, A. P. (Alan Patrick), Sir,",NotFiction,3254898,,,,,,,,enk,
mdp.39015065498217,,1886,,,,,1224722,744646,,"Taras Bulba, | a tale of the Cossacks, | $c: translated from the Russian of Nicolai V. Gogolʹ by Isabel F. Hapgood, illustrated by Zhenya Gay.",New York|A.A. Knopf|1931.,1931,"Gogolʹ, Nikolaĭ Vasilʹevich,",Fiction,7547528,,,,,,,,nyu,
pst.000006661908,,1931,,,,,7025638,2622558,,"Fares please! : | An omnibus containing the stories in the volumes: - 'The black dog', 'The field of mustard' and 'Silver circus'.",London|J. Cape|1931].,1931,"Coppard, A. E. (Alfred Edgar),",NotFiction,2622558,,,,,,,,xx ,
mdp.39015024371224,,1931,,,,,281397,2328053,,The strange death of Martin Green.,"Garden City, N.Y.|Pub. for the Crime club, inc., by doubleday, Doran & company, inc.|c1931",1931,"Ford, Leslie,",Fiction,2328053,,,,,,,,nyu,
uc1.32106001947586,,1921,,,,,7122562,3522591,,Heloise and Abelard.,New York|Liveright|1932.,1932,"Moore, George,",NotFiction,25677573,,,,,,,,   ,
uc1.b4082957,,1932,,,,,6148001,792867,,The knife of the times : | and other stories.,"Ithaca, N.Y.|The Dragon Press|1932",1932,"Williams, William Carlos,",Fiction,792867,,,,,,,,nyu,
mdp.39015005085371,,1921,,,,,1028386,282830,,Three soldiers / | $c: introduction by John Dos Passos.,New York|Modern Library|c1932,1932,"Dos Passos, John,",Fiction,282835,,,,,,,,nyu,
mdp.39015011584300,,1930,,,,,1804848,43906307,,The Decameron. | $c: Faithfully translated by J.M. Rigg. With an illustrated introd. and fifteen photogravures from original drawings by Louis Chalon.,London|Priv. print. for the Navarre Society|1932?,1932,"Boccaccio, Giovanni,",UnknownGenre,931234486,,,,,,,,enk,
uc1.$b312763,,1932,,,,,6541691,311200,,"The strange adventures of Jonathan Drew, | a rolling stone, during his travels through Massachusetts, Connecticut, Rhode Island, New York, Pennsylvania, Virginia, Ohio, Indiana, Illinois, Missouri & Kentucky in the years 1821-24; together with some account of the people he met, the things they did and said, the songs they sang and the roads they travelled, | $c: as taken down by Christopher Ward, esq. ...","New York|Simon and Schuster, inc.|1932.",1932,"Ward, Christopher,",Fiction,311200,,,,,,,,nyu,
uc1.$b56483,,1932,,,,,6575922,3530341,,"Golden Phoenix, | $c: by Princess Der Ling; illustrated by Bertha Lum.","New York|Dodd, Mead & Company|1932.",1932,"Der Ling, Princess.",NotFiction,3530341,,,,,,,,xx ,
uc1.$b300263,,1933,,,,,6533609,1808715,,"Fatal gesture, | $c: by John Taintor Foote.",New York|London|D. Appleton-Century Company|1933.,1933,"Foote, John Taintor,",Fiction,1808715,,,,,,,,vp ,
mdp.39015059719289,,1933,,,,,1028602,1171456,,"Jonathan Bishop, | a novel, | $c: by Herbert Gorman.",New York|Farrar & Rinehart|c1933,1933,"Gorman, Herbert Sherman,",NotFiction,1171456,,,,,,,,nyu,
mdp.39015013718633,,1933,,,,,320440,1838978,,"Murder at the World's fair, | $c: by Mary Plum.",New York|London|Harper & brothers|1933.,1933,"Plum, Mary.",Fiction,1838978,,,,,,,,nyu,
mdp.39015009044689,,1932,,,,,1906942,2831475,,"Fairy tales, | with one extra as a makeweight | $c: by Joseph Čapek; illustrated by Joseph Čapek.",London|G. Allen & Unwin ltd|1933,1933,"Čapek, Karel,",UnknownGenre,221721108,,,,,,,,enk,
uc1.$b236188,,1933,,,,,6493957,29142798,,The Walter De La Mare omnibus : | Henry Brocken ; The return ; Memoirs of a midget.,London|W. Collins|1933].,1933,"De la Mare, Walter,",NotFiction,29142798,,,,,,,,enk,
mdp.39015063955960,,1933,,,,,324696,13727859,,"The case of Colonel Marchand, | $c: by E. C. R. Lorac [pseud.]",New York|The Macaulay company|1933,1933,"Lorac, E. C. R.,",Fiction,13727859,,,,,,,,nyu,
inu.32000011265255,,1934,,,,,6065874,3260904,,"The acquirer, 1027-1087, | $c: by M. Coryn.",London|Barker|1934,1934,"Coryn, M. S.,",NotFiction|Bibliographies,3260904,,,,,,,,enk,
inu.32000004220119,,1934,,,,,6810593,19074232,,Myths of the Carrier Indians of British Columbia ...,Boston|1934,1934,"Jenness, Diamond,",NotFiction,19074232,,,,,,,,mau,
uc1.32106010568852,,1934,,,,,7127603,254843687,,"Seven Gothic tales, | $n: by Isak Dinesen. With an introd. by Dorothy Canfield.",New York|H. Smith and R. Haas|1934,1934,"Dinesen, Isak,",NotFiction,254843687,,,,,,,,nyu,
mdp.39015000674443,,1934,,,,,630584,6517825,,"The claimants, | $c: by Archibald Marshall.",Boston|New York|Houghton Mifflin company|1934.,1934,"Marshall, Archibald,",Fiction,6517825,,,,,,,,mau,
mdp.39015021308989,,1934,,,,,450506,8947840,,Death in the wet | $c: [by] Gladys Mitchell.,Philadelphia|Macrae Smith company|1934.,1934,"Mitchell, Gladys,",Fiction,8947840,,,,,,,,pau,
mdp.39015006957859,,1934,,,,,246984,10944770,,Late climbs the sun | $c: [by] Gladys Bagg Taber.,"New York|Coward-McCann, inc.|1934.",1934,"Taber, Gladys Bagg,",Fiction,10944770,,,,,,,,nyu,
mdp.39015041019905,,1935,,,,,3164580,6306660,,"Affair, | $c: by Emily Hahn.",Indianapolis|New York|Bobbs-Merrill company|c1935].,1935,"Hahn, Emily,",Fiction,6306660,,,,,,,,enk,
mdp.39015063947637,,1935,,,,,450581,11118708,,"The Grindle nightmare, | $c: by Q. Patrick.","New York|The Hartney press, inc.|1935.",1935,"Patrick, Q.",Fiction,11118708,,,,,,,,nyu,
mdp.39015031231197,,1935,,,,,485211,3423933,,The golden cord.,New York|A. A. Knopf|1935.,195,"Deeping, Warwick,",Fiction,3423933,,,,,,,,nyu,
pst.000047349964,,1906,,,,,12265525,1275797,,Le morte d'Arthur / | $c: by Sir Thomas Malory ...,"London &|Toronto|J. M. Dent & sons ltd.|New York|E. P. Dutton & co.|1935, 1934].",1934,"Malory, Thomas, Sir,",NotFiction,3134624,,,,,,,,xx ,
uc1.$b56398,,1936,,,,,6575861,3465710,,"Free forester; | a novel of pioneer Kentucky, | $c: by Horatio Colony.","Boston|Little, Brown, and company|1935.",1935,"Colony, Horatio,",NotFiction,3465710,,,,,,,,xx ,
mdp.39015016580832,,1925,,,,,1194286,10413414,,"The tale of Genji: | a novel in four parts,",New York|The Literary guild|1935.,1935,"Murasaki Shikibu,",NotFiction,12102307,,,,,,,,nyu,
uc1.$b63824,,1936,,,,,6580118,30152318,,"The smallest drum, | $c: by Arthur G. Stanley.",London|M. Joseph ltd.|1936,1936,"Stanley, Arthur G.",NotFiction,30152318,,,,,,,,enk,
uc1.b3872973,,1934,,,,,6739456,716352,,The power to kill,"Garden City, N.Y.|Doubleday, Doran & Co.|1936[1934",1936,"Hichens, Robert Smythe,",NotFiction,8462757,,,,,,,,nyu,
uc1.b4445390,,1936,,,,,388401,3246655,,"A world I never made,",New York|The Vanguard press|c1936,1936,"Farrell, James T. (James Thomas),",NotFiction,3246655,,,,,,,,nyu,
mdp.39015073446208,,1936,,,,,942418,37260314,,The trembling of the sea / | $c: by Barbara Lucas.,London|Constable & Co. Ltd.|1936.,1936,"Lucas, Barbara,",Fiction,37260314,,,,,,,,enk,
uc1.b3796918,,1936,,,,,10159407,173284783,,Follow the call; | a posthumous novel with a memoir of the author.,"Dunedin, N.Z.|Reed|1936.",1936,"Anthony, Frank Sheldon.",NotFiction,173284783,,,,,,,,   ,
mdp.39015038149632,,1936,,,,,3107564,2075957,,"Darkness and dawn, | $c: by Alexei Tolstoi; translated by Edith Bone and Emile Burns.","New York|Longmans, Green and co.|1936.",1936,"graf, Tolstoy, Aleksey Nikolayevich,",NotFiction,2075957,,,,,,,,nyu,
inu.30000111060913,,1914,,,,,6059378,5466738,,Ulysses / | $c: James Joyce.,London|Bodley Head|1937.,1937,"Joyce, James,",Fiction|Bibliographies,22695291,,,,,,,,enk,
uc1.$b71764,,1937,,,,,6584824,1349068,,"Mortgage your heart, | $c: by Sophus Keith Winther.",New York|The Macmillan Company|1937.,1937,"Winther, Sophus Keith,",Fiction,1349068,,,,,,,,nyu,
uc1.$b105921,,1937,,,,,1187912,2211456,,The tree has roots / | $c: by Mary Jane Ward.,New York|E. P. Dutton & co.|1937.,1937,"Ward, Mary Jane,",Fiction,2211456,,,,,,,,nyu,
pst.000001281033,,1922,,,,,7520328,316971211,,Swimming and diving / | $c: by Gerald Barnes...,New York|C. Scribner's sons|1937.,1937,"Barnes, Gerald.",NotFiction,376627,,,,,,,,xx ,
wu.89097204424,,1937,,,,,5780221,232234,,The ten decisive battles of Christianity.,Bobbs-Merrill|c1937,1937,"Mead, Frank Spencer,",NotFiction,232234,,,,,,,,xx ,
mdp.39015003686857,,1937,,,,,394620,7117487,,Death at the inn; | a Dr. Thorndyke detective story | $c: [by] R. Austin Freeman.,"New York|Dodd, Mead & company|1937.",1937,"Freeman, R. Austin (Richard Austin),",Fiction,7117487,,,,,,,,nyu,
mdp.39015000540578,,1938,,,,,1910583,1191240,,"Mr. Despondency's daughter, | $c: by Anne Parrish.",New York|London|Harper & Brothers|1938.,1938,"Parrish, Anne,",Fiction,1191240,,,,,,,,nyu,
uc1.b3346129,,1938,,,,,1720718,2785558,,"Long haul, | $c: by A.I. Bezzerides.",New York|Carrick & Evans|c1938,1938,"(Albert Isaac), Bezzerides, A. I.",Fiction,2785558,,,,,,,,nyu,
mdp.39076002946627,,1938,,,,,1377858,4352157,,The trouble with tigers.,"New York|Harcourt, Brace|c1938",1938,"Saroyan, William,",Short stories,4352157,,,,,,,,nyu,
mdp.39015014568839,,1857,,,,,1775627,33157641,,Barchester towers | $c: [by] Anthony Trollope.,"London|J. M. Dent & sons, ltd.|New York|E. P. Dutton & co., inc.|1938",1938,"Trollope, Anthony,",UnknownGenre,2168987,,,,,,,,enk,
uc1.b3386941,,1938,,,,,1135368,4679859,,The strange case of Mary Bryant / | $c: by Geoffrey Rawson.,London|R. Hale|1938.,1938,"Rawson, Geoffrey.",Bibliographies|NotFiction,4679859,,,,,,,,enk,
uc1.b3688418,,1938,,,,,10137381,254574983,,The depening stream : | by Dorothy Canfield.,New York|Modern Library|1938.,1938,"Fisher, Dorothy Canfield,",NotFiction,254574983,,,,,,,,nyu,
uc1.$b320504,,1939,,,,,6546409,404609,,"The living thoughts of Tolstoi, | $c: presented by Stefan Zweig.","New York|Toronto|Longmans, Green and Co.|1939.",1939,"Tolstoy, Leo, graf,",NotFiction|ContainsBiogMaterial,404609,,,,,,,,nyu,
mdp.39015059413396,,1939,,,,,117357,766097,,Frost flower | $c: [by] Helen Hull.,"New York|Coward-McCann, inc.|c1939",1939,"Hull, Helen R. (Helen Rose),",Fiction,766097,,,,,,,,nyu,
uc1.$b113251,,1939,,,,,981572,787276,,The star-gazer; | $c: translated from the Hungarian by Paul Tabor.,New York|G.P. Putnam's Sons|1939.,1939,"Harsányi, Zsolt,",Fiction,787276,,,,,,,,nyu,
uc1.b4088037,,1939,,,,,6149889,1682160,,"Told under the magic umbrella; | modern fanciful stories for young children, | $c: selected by the Literature Committee of the Association for Childhood Education, illustrated by Elizabeth Orton Jones.",New York|Macmillan Company|1939.,1939,,Fiction,1682160,,,,,,,,nyu,
mdp.39015030851151,,1938,,,,,582423,796727,,"It takes all kinds, | $c: by Louis Bromfield.",New York.|London|Harper & brothers|1939.,1939,"Bromfield, Louis,",Fiction,3654788,,,,,,,,nyu,
osu.32435056657976,,1911,,,,,100820426,3199055,,Dawn of the morning / | $c: by Grace Livingston Hill.,New York|Grosset & Dunlap|c1939.,1939,"Hill, Grace Livingston,",Fiction,12648162,,,,,,,,nyu,
mdp.39015066052906,,1940,,,,,1020912,42847778,,Ask me tomorrow / | $c: James Gould Cozzens.,"New York|Harcourt, Brace and company|c1940.",1940,"Cozzens, James Gould,",Publishers' advertisements|NotFiction,42847778,,,,,,,,nyu,
uc1.$b101975,,1940,,,,,6601511,1422422,,"The first to awaken, | $c: by Granville Hicks, with Richard M. Bennett.",New York|Modern age books|1940.,1940,"Hicks, Granville,",NotFiction,1422422,,,,,,,,xx ,
mdp.39015003684894,,1940,,,,,392271,1307746,,"The book of Claudia, | containing the two novels, Claudia, and Claudia and David, | $c: by Rose Franken.","New York|Toronto|Farrar & Rinehart, inc.|1940",1940,"Franken, Rose,",Fiction,1307746,,,,,,,,nyu,
uc1.$b787244,,1940,,,,,671908,771010,,"The pool of Vishnu, | $c: by L. H. Myers.","New York|Harcourt, Brace and company|c1940",1940,"Myers, L. H. (Leopold Hamilton),",Fiction,771010,,,,,,,,nyu,
mdp.39015003496737,,1813,,,,,1194594,369363,,"The life and opinions of Tristram Shandy, gentleman,",New York|The Odyssey press|c1940,1940,"Sterne, Laurence,",NotFiction,426140083,,,,,,,,nyu,
mdp.39015001543381,,1938,,,,,1783904,1848816,,"Amerika, | $c: by Franz Kafka. Translated by Edwin Muir, preface by Klaus Mann, afterword by Max Brod, illustrations by Emlen Etting.","Norfolk, Conn.|A New directions book|1940",1940,"Kafka, Franz,",UnknownGenre,2731663,,,,,,,,ctu,
pst.000004367284,,1941,,,,,7031595,317079399,,These I like best : | the favorite novels and stories of Katheleen Norris / | $c: chosen by herself.,New York|Book League of America|1941.,1941,"Norris, Kathleen Thompson,",NotFiction,317079399,,,,,,,,xx ,
pst.000029279036,,1941,,,,,7075759,14024840,,"Three famous murder novels : | complete and unabridged / | $c: Selected, and with an introd. by Bennett A. Cerf.",New York|Modern Library|c1941].,1941,,NotFiction,14024840,,,,,,,,xx ,
uc1.$b106060,,1941,,,,,323725,3411307,,"The ordeal of the Falcon, | $c: by Gösta Larsson.",New York|Vanguard Press|c1941,1941,"Larsson, Gösta,",Fiction,3411307,,,,,,,,nyu,
mdp.39015000613995,,1935,,,,,1029198,562209,,The Asiatics : | a novel / | $c: with an introduction by Carl van Doren.,New York|Readers Club|c1941,1941,"Prokosch, Frederic,",NotFiction,2076922,,,,,,,,nyu,
uc1.$b104462,,1941,,,,,6602988,561042,,"Corporal cat, | the story of a German parachute soldier, | $c: by Martin Flavin",New York|and London|Harper & brothers|c1941,1941,"Flavin, Martin,",UnknownGenre,561042,,,,,,,,nyu,
uc1.b3121959,,1941,,,,,7936292,1838199,,"We follow the western trail, | $c: by Ruth Wheeler; photographs by H. D. and Ruth Wheeler.",New York|The Macmillan company|1941.,1941,"Wheeler, Ruth Lellah Carr,",NotFiction,1838199,,,,,,,,nyu,
uc1.$b661971,,1942,,,,,6506440,4936951,,Inside the hut.,Moscow|Foreign Language Publishing House|1942.,1942,"Wasilewska, Wanda,",Fiction,4936951,,,,,,,,xxr,
uc1.b3346828,,1942,,,,,7926181,7614166,,Deadlier than the male / | $c: James Gunn.,"New York|Duell, Sloan and Pearce|c1942.",1942,"Gunn, James E.,",Fiction,7614166,,,,,,,,nyu,
uc1.$b56514,,1942,,,,,6575946,7839223,,Novelty on earth / | $c: Margaret Duley.,New York|Macmillan|1942.,1942,"Duley, Margaret.",Fiction,7839223,,,,,,,,nyu,
inu.30000111982462,,1939,,,,,10561627,9108976,,"Decorating is fun! | How to be your own decorator, | $c: by Dorothy Draper; with line cuts and halftone illustrations.","New York, N.Y.|Doubleday, Doran & company, inc.|1942.",1942,"Draper, Dorothy,",NotFiction,10581445,,,,,,,,nyu,
uc1.$b56473,,1942,,,,,118692,8232557,,"Shaken with the wind, | $c: by Miriam Allen DeFord.","Garden City, N.Y.|Doubleday, Doran and company, inc.|1942.",1942,"DeFord, Miriam Allen,",Fiction,8232557,,,,,,,,nyu,
mdp.39015002758699,,1939,,,,,1377772,11851451,,"And death came too | $c: [by] Richard Hull, [pseud.] ...","New York|J. Messner, inc.|1942",1942,"Hull, Richard,",NotFiction,78656539,,,,,,,,nyu,
mdp.39015030097581,,1943,,,,,1442415,1579242,,Beneath another sun / | $c: by Ernst Lothar ; [translated by Barrows Mussey].,"Garden City, N.Y.|Doubleday, Doran & co.|1943.",1943,"Lothar, Ernst,",Fiction,1579242,,,,,,,,nyu,
uc1.$b105348,,1943,,,,,6603503,17817302,,"Wild river, | $c: by Anna Louise Strong.","Boston|Little, Brown|c1943",1943,"Strong, Anna Louise,",Fiction,17817302,,,,,,,,mau,
uc1.$b603676,,1943,,,,,8580749,2055688,,"Soviet anthology, | $c: selected and edited by John Rodker.",London|J. Cape|1943,1943,"Rodker, John,",Fiction,2055688,,,,,,,,enk,
uc1.$b76937,,1943,,,,,1624402,2588435,,Fathoms below.,"New York|E.. P. Dutton & co., inc.|1943.",1943,"Meier, Frank,",NotFiction,2588435,,,,,,,,nyu,
mdp.39015059406234,,1943,,,,,160485,14141892,,Golden wedding | $c: [by] Jo Pagano.,New York|Random House|c1943,1943,"Pagano, Jo,",Fiction,14141892,,,,,,,,nyu,
uc1.$b323492,,1943,,,,,4952970,1708637,,"Nobody lives forever, | $c: by W. R. Burnett.",New York|A. A. Knopf|1943.,1943,"Burnett, W. R. (William Riley),",Fiction,1708637,,,,,,,,nyu,
uc1.$b662457,,1944,,,,,6546222,5201138,,"Stories about Lenin, | $c: translated by Elizabeth Donnelly.",Moscow|Foreign languages publishing house|1944.,1944,"Kononov, Aleksandr Terentʹevich.",Fiction,5201138,,,,,,,,ru ,
mdp.39015025045322,,1944,,,,,1025396,875989,,Time must have a stop / | $c: by Aldous Huxley ...,New York|London|Harper & Brothers|1944.,1944,"Huxley, Aldous,",Typefaces (Type evidence)|Baskerville|Publishers' advertisements|NotFiction,875989,,,,,,,,nyu,
pst.000019739649,,1942,,,,,7066015,6071912,,The strong city.,"New York|Sun Dial Press|1944, c1942].",1942,"Caldwell, Taylor,",NotFiction,2878349,,,,,,,,xx ,
uc1.$b605087,,1944,,,,,1059476,654351,,Stronger than death : | short stories of the Russians at war / | $c: illustrations by Giacomo Patri.,San Francisco|American Russian Institute for Cultural Relations with the Soviet Union|1944.,1944,,Fiction,654351,,,,,,,,cau,
mdp.39015013510212,,1944,,,,,1775768,290854,,Winter wheat.,"New York|Harcourt, Brace and company|1944",1944,"Walker, Mildred,",UnknownGenre,290854,,,,,,,,nyu,
mdp.39015040352752,,1944,,,,,5195,2437607,,The razor's edge : | a novel / | $c: by W. Somerset Maugham.,"Garden City, NY|Doubleday, Doran & Co., Inc.|1944.",1944,"Maugham, W. Somerset (William Somerset),",Fiction|Publishers' advertisements,2437607,,,,,,,,nyu,
uc1.$b155090,,1932,,,,,6633895,6825962,,Flynn of the Inland / | $c: by Ion L. Idriess ; with forewords by Sir Sidney Kidman and Ronald G. Macintyre.,Sydney|Angus & Robertson|1945.,1945,"Idriess, Ion Llewellyn,",NotFiction,10380690,,,,,,,,at ,
inu.32000007466412,,1945,,,,,6067716,3221197,,"From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.","London|New York [etc.|Hutchinson & co., ltd.|1945",1945,"Polevoĭ, Boris Nikolaevich.",NotFiction,3221197,,,,,,,,enk,
uc1.$b661973,,1945,,,,,6704901,2133842,,Just love; | $c: translated by Edith Bone.,London|New York [etc.|Hutchinson international authors ltd.|1945,1945,"Wasilewska, Wanda,",Fiction,2133842,,,,,,,,enk,
inu.32000002974469,,1945,,,,,6061017,476700,,Collected stories of Katherine Mansfield.,London|Constable|1945,1945,"Mansfield, Katherine,",Fiction,476700,,,,,,,,enk,
uc1.$b799073,,1945,,,,,9951544,2748391,,"Gin and bitters, | $c: by Jane Lane [pseud.].",London|A. Dakers Ltd.|1945,1945,"Lane, Jane,",Fiction,2748391,,,,,,,,enk,
wu.89038503553,,1945,,,,,6911519,385594,,"Tranquillity revisited,  | $c: illustrated by Arthur D. Fuller.",New York|A. S. Barnes and company|1945.,1945,"Sheldon, Harold Pearl,",NotFiction,385594,,,,,,,,xx ,
uc1.$b799823,,1946,,,,,9952159,1635153,,The camelephamoose | $c: [by] Donald Hough.,"New York|Duell, Sloan and Pearce|1946",1946,"Hough, Donald,",Fiction,1635153,,,,,,,,nyu,
mdp.39015051167743,,1946,,,,,434857,852008,,A matter of love : | and other baroque tales of the provinces / | $c: by MacKinley Helm ; decorations by Federico Cantú.,New York|London|Harper & Brothers|c1946.,1946,"Helm, MacKinley,",Fiction,852008,,,,,,,,nyu,
uc1.$b601966,,1946,,,,,980778,1698454,,"A second series of representative Russian stories, Leskov to Andreyev,",London|Westhouse|1946.,1946,"Lavrin, Janko,",NotFiction,1698454,,,,,,,,enk,
wu.89097347298,,1946,,,,,561369,1316592,,"Back to the smoky sea, | $c: by Nutchuk, with Alden Hatch; illustrated by Nutchuk.","New York|J. Messner, inc.|1946",1946,"Nutchuk,",NotFiction,1316592,,,,,,,,nyu,
uc1.$b312375,,1946,,,,,6541379,1723078,,I heard them sing / | $c: by Ferdinand Reyher.,"Boston|Little, Brown|1946.",1946,"Reyher, Ferdinand.",Fiction,1723078,,,,,,,,mau,
inu.32000001884537,,1946,,,,,1353400,2110050,,"The enchanted pilgrim, and other stories, by Nikolai S. Leskov. | $c: Translated by David Magarshack.",London|New York [etc.|Hutchinson international authors limited|1946.,1946,"(Nikolaĭ Semenovich), Leskov, N. S.",UnknownGenre,2110050,,,,,,,,enk,
uc1.$b243638,,1925,,,,,6498267,5667216,,Whom God hath sundered : | a trilogy / | $c: Oliver Onions.,London|Secker & Warburg|1947.,1947,"Onions, Oliver,",Fiction,2773284,,,,,,,,enk,
mdp.39015031010781,,1947,,,,,1370526,1234595,,"Travelers in time : | strange tales of man's journeyings into the past and the future / | $c: edited, with an introd. by Philip Van Doren Stern.",New York|Doubleday|1947.,1947,"Stern, Philip Van Doren,",Short stories,1234595,,,,,,,,nyu,
