author,title,imprint,nationality,inferreddate,htid
"Vergara, William Charles.",Mathematics in everyday things.,Harper [1959],nyu,1959,inu.30000011309345
"Kent, Grace Helen, 1875-",Mental tests in clinics for children.,Van Nostrand [1950],nyu,1950,mdp.39015034318710
"Stanley, William O.",Education and social integration / by William O. Stanley.,"Bureau of Publications, Teachers College, Columbia University, 1953.",nyu,1953,mdp.39015026980618
"McKenna, Richard.",New eyes for old : the quest for education / Richard Mc Kenna.,"Center for the Study of Liberal Education for Adults, c1963.",ilu,1963,mdp.39015040635776
"Lasswell, Harold D. 1902-1978.",World politics and personal insecurity [by] Harold D. Lasswell. [With a new introd.],Free Press [1965],nyu,1965,uc1.b3955216
"Freund, Ernst, 1864-1932.",Standards of American legislation. With a pref. by Francis A. Allen.,"University of Chicago Press, [1965]",ilu,1965,mdp.39015065752993
"Logan, Frank A.",Reward and punishment [by] Frank A. Logan and Allan R. Wagner.,"Allyn and Bacon, 1965.",mau,1965,mdp.39015011538769
"Seward, Barbara, 1928-1958.",The symbolic rose.,"Columbia University Press, 1960 [c1954]",nyu,1960,mdp.39015021942530
"Gross, Martin L. 1925-",The brain watchers.,Random House [1962],nyu,1962,mdp.39015013008225
University of Wisconsin.,"Science and civilization, edited by Robert C. Stauffer.","University of Wisconsin Press, 1949 [i.e. 1966]",wiu,1966,uc1.b3105838
"Blum, John Morton, 1921-2011.",The Republican Roosevelt / John Morton Blum.,"Atheneum, 1969, 1954.",nyu,1969,mdp.49015000077314
"Acton, John Emerich Edward Dalberg Acton, Baron, 1834-1902.","The history of freedom, and other essays. Edited with an introd. by John Neville Figgis and Reginald Vere Laurence.",Books for Libraries Press [1967],nyu,1967,wu.89001199025
"Goldenweiser, Alexander, 1880-1940.","History, psychology, and culture.","P. Smith, 1968 [c1933]",mau,1968,uva.x000093270
"Fraiberg, Louis, 1913-1994.",Psychoanalysis & American literary criticism.,"Wayne State University Press, 1960.",ilu,1960,mdp.39015000592298
"Goodman, Mary Ellen, 1911-1969.",A primer for parents; educating our children for good human relations.,"Anti-defamation League of B'nai B'rith, 1959]",nyu,1963,mdp.39076005885780
,International encyclopedia of unified science.,"The University of Chicago Press, 1938-",ilu,1969,mdp.39015004129907
"Stallman, R. W. 1911-1982.","The houses that James built, and other literary studies.","Michigan State University Press, 1961.",miu,1961,mdp.39015003859702
"Gordon, Ira J.",Human development; readings in research [by] Ira J. Gordon.,"Scott, Foresman [c1965]",ilu,1965,mdp.39015001644544
"Twain, Mark, 1835-1910.","Life on the Mississippi, by Mark Twain. Introd. by J. C. Levenson. Illustrated by Don Pulver.",Dillon Press [1967],mnu,1967,inu.30000007158532
"Dreikurs, Rudolf, 1897-1972.","Psychodynamics, psychotherapy, and counseling: collected papers.","Alfred Adler Institute, 1967.",ilu,1967,mdp.39015000278088
"Bernard, Harold W. 1908-1998.",Psychology of learning and teaching.,"McGraw-Hill, 1965.",nyu,1965,mdp.39015004346949
"Vaizey, John, 1929-1984.",The economics of education.,Free Press of Glencoe [1962],nyu,1962,mdp.39015007070058
National Science Foundation (U.S.). Office of Economic and Manpower Studies.,"Federal organization for scientific activities, 1962 / [by the Foundation's Office of Economic and Statistical Studies].","National Science Foundation : [For sale by the Supt. of Docs., U.S. G.P.O.], 1963.",dcu,1963,mdp.39015019749244
"Price, Derek J. de Solla 1922-1983.",Science since Babylon.,"Yale University Press, 1961.",ctu,1961,mdp.39015023148045
"Rust, Eric Charles.","Evolutionary philosophies and contemporary theology, by Eric C. Rust.",Westminster Press [1969],pau,1969,uc1.b3953413
"Gerould, Gordon Hall, 1877-1953.",Saints' legends.,"Folcroft Press Inc., [1969]",pau,1969,mdp.39076006147255
"Pfiffner, John M. 1893-1968.",Public administration [by] John M. Pfiffner [and] Robert Presthus. -,"Ronald Press Co., [1967]",nyu,1967,mdp.39015050679086
"Henson, Josiah, 1789-1883.",Father Henson's story of his own life. Introd. by Walter Fisher.,Corinth Books [1962],nyu,1962,pst.000061209947
"Peck, Robert F.","The psychology of character development,",Wiley [1960],nyu,1960,mdp.39015008782313
"Courtney, Janet Elizabeth Hogarth, 1865-",The adventurous thirties; a chapter in the Women's movement.,Books for Libraries Press [1967],nyu,1967,mdp.39076005385427
Federal Council for Science and Technology (U.S.). Committee on Scientific and Technical Information.,"Progress of the United States Government in scientific & technical communications, 1966.","Distributed by the Clearinghouse for Federal Scientific and Technical Information, U. S. Dept. of Commerce [1967?]",vau,1967,osu.32435009010745
"Kuhn, Thomas S. 1922-1996.",The structure of scientific revolutions.,"University of Chicago Press, [1962]",ilu,1962,mdp.39015038650993
"Meyer, William J.",Developmental psychology / [by] William J. Meyer.,"Center for Applied Research in Education, [1964]",nyu,1964,mdp.39015060792754
"Labriola, Antonio, 1843-1904.",Essays on the materialistic conception of history. Translated by Charles H. Kerr.,Monthly Review Press [1966],nyu,1966,uc1.b3944894
"Ramonda, Robert Joseph.",The concepts of liberty and justice of children in four public school grades / by Robert Joseph Ramonda.,1960,cau,1960,uc1.c3474185
"Marcuse, Herbert, 1898-1979.","Reason and revolution; Hegel and the rise of social theory. With a new pref. A note on dialectic, by the author.",Beacon Press [1960],mau,1960,pst.000011651055
"Hall, Robert A. 1911-1997.",Idealism in Romance linguistics.,Cornell University Press [1963],nyu,1963,mdp.39015004765106
"Klier, Sol.",Effects of induced stress on learning and performance / Sol Klier.,"New York University, College of Engineering, Research Division, [1962]",nyu,1962,uiug.30112072396101
"Johnson, Jay Stapp, 1924-",Some methods and functions of evaluation for cross-cultural clinicians: a case study of attitude change in a Thai voluntary organization.,1967,nyu,1967,coo.31924013836907
,Three Negro classics : Up from slavery / Booker T. Washington. The souls of black folk / William E.B. Dubois. The autobiography of an ex-colored man / James Weldon Johnson ; with an introduction by John Hope Franklin.,"Avon Books, [1965]",nyu,1965,ucbk.ark:/28722/h28g8fz5t
"Tate, Allen, 1899-1979.",Reactionary essays on poetry and ideas.,Books for Libraries Press [1968],nyu,1968,uva.x000537623
"Piltz, Albert, 1915-",Creative teaching of science in the elementary school [by] Albert Piltz [and] Robert Sund. Foreword by E. Paul Torrance.,Allyn and Bacon [1968],mau,1968,umn.31951000823355t
"Schroeter, James, 1927-","Willa Cather and her critics, edited by James Schroeter.",Cornell University Press [1967],nyu,1967,mdp.39015046378918
"Soderquist, Harold Oliver, 1894-",The person and education; a new approach to philosophy of education for democracy.,Merrill 1964,ohu,1964,mdp.39015026974066
"Wells, Donald A. 1917-","God, man, and the thinker:",Random House [1962],nyu,1962,uc1.b3932780
"Osborn, Merton B.",Sources of free and inexpensive materials for teaching science [by] Merton B. Osborn and Bruce Miller.,1964,cau,1964,mdp.39015034595093
"Lucas, F. L. 1894-1967.",Studies French and English.,Books for Libraries Press [1969],nyu,1969,uc1.$b190117
"Parsons, Talcott, 1902-1979.","Toward a general theory of action [by] Talcott Parsons [and] Edward A. Shils, editors; Edward C. Tolman [and others]","Harper & Row, 1962, c1951.",nyu,1962,mdp.49015000141508
"Ketchum, Richard M., 1922-","The American heritage book of great historic places, by the editors of American heritage, Narrative by Richard M. Ketchum. Introd. by Bruce Catton.",Published by American Heritage in cooperation with Simon and Schuster [c1965],nyu,1965,inu.39000003795262
"Sarton, George, 1884-1956.",Six wings: men of science in the Renaissance.,"Indiana University Press 1967, c1957.",inu,1967,umn.31951002126272f
"Ramm, Bernard L. 1916-1992.",Varieties of Christian apologetics.,"Baker Book House, 1961.",miu,1961,mdp.39015017683775
"Sherman, Stuart Pratt, 1881-1926.",Shaping men and women; essays on literature and life. Edited by Jacob Zeitlin.,"Greenwood Press, 1968 [c1928]",nyu,1968,mdp.49015000769647
"Scheffler, Israel.",Conditions of knowledge;,"Scott, Foresman [1965]",ilu,1965,umn.31951000816207z
"James, William, 1842-1910.",Essays in radical empiricism [and] A pluralistic universe.,"P. Smith, 1967.",mau,1967,mdp.39015063827177
"Ackerknecht, Erwin Heinz, 1906-","History and geography of the most important diseases, by Erwin H. Ackerknecht. Pref. by George Rosen.","Hafner Pub. Co., 1965.",nyu,1965,umn.31951p00451979d
"Proweller, William.",A cultural approach to art as an integrative principle for art education / by William Proweller.,1961,cau,1961,uc1.c3480853
"Rushdoony, Rousas John.",The messianic character of American education : studies in the history of the philosophy of education / with introd. by Ivan R. Bierly ; appendix by David L. Hoggan.,"Craig Press, 1963.",nju,1963,mdp.39015005523793
"Corneau, Ernest N.",The hall of fame of western film stars [by] Ernest N. Corneau.,Christopher Pub. House [1969],mau,1969,mdp.39015002168311
"Smith, Vincent Edward, 1915-",The school examined: its aim and content.,Bruce Pub. Co. [1960],wiu,1960,uc1.b4370396
"Jefferson, Thomas, 1743-1826.",The writings of Thomas Jefferson / selected and edited by Saul K. Padover ; illustrated with lithographs by Lynd Ward.,"Heritage Press, 1967.",nyu,1967,mdp.39015032500434
"Glaser, Robert, 1921-2012",Training research and education. With chapters by Glenn L. Bryan [and others],"J. Wiley [1965, c1962]",nyu,1965,mdp.39015008668991
"McMaster, John Bach, 1852-1932.",With the Fathers; studies in the history of the United States.,"B. Blom, 1971.",nyu,1971,mdp.39015026671696
"Domhoff, G. William.",The powers that be : processes of ruling-class domination in America / G. William Domhoff,"Random House, c1978",nyu,1978,uc1.b3435708
"Young, Louise B",Science and public policy. Prepared by American Foundation for Continuing Education at Syracuse University. Edited by Louise B. Young and William J. Trainor,"Oceana Publications, 1971",nyu,1971,uc1.31822014206130
"Denbigh, Kenneth George.",An inventive universe / K. G. Denbigh.,"G. Braziller, 1975.",nyu,1975,mdp.39015021558401
"Hand, Samuel B., 1931-",Counsel and advise : a political biography of Samuel I. Rosenman / Samuel B. Hand.,"Garland Pub., 1979.",nyu,1979,mdp.39015000690993
"McKeown, Thomas.",The modern rise of population / Thomas McKeown.,"Academic Press, 1976.",nyu,1976,uc1.b4526832
"Hospers, John, 1918-2011",Artistic expression.,Appleton-Century-Crofts [1971],nyu,1971,uva.x000531502
"Newman, Joseph.",U.S. politics-inside and out.,"Books by U.S. News & World Report, 1970.",dcu,1970,mdp.39076005967968
"Balabanis, Homer P.",The classical ideal of the good man.,Diablo Press [1972],cau,1972,inu.30000055091650
"Wlodkowski, Raymond J.",Motivation and teaching : a practical guide / by Raymond J. Wlodkowski.,"National Education Association, c1978.",dcu,1978,mdp.49015000983453
"Britton, Karl, 1909-",Communication; a philosophical study of language.,"McGrath Pub. Co., 1970.",mdu,1970,mdp.39015000520075
"Stroud, Kandy.",How Jimmy won : the victory campaign from Plains to the White House / by Kandy Stroud.,"Morrow, 1977.",nyu,1977,mdp.39015054019511
"McKelvie, Martha Groves.","Presidents, politicians, and people I have known.",Franklin Pub. Co. [1970?],pau,1970,wu.89058443284
"Berg, J. H. van den 1914-",A different existence : principles of phenomenological psychopathology / [by] J. H. van den Berg,Duquesne University Press [1972],pau,1972,uc1.b4511832
"Morgan, Arthur James, 1930-","Mental health & mental illness / Arthur James Morgan, Mabyl K. Johnston.","Lippincott, c1976.",pau,1976,mdp.39015009574826
"Korchin, Sheldon J.",Modern clinical psychology : principles of intervention in the clinic and community / Sheldon J. Korchin.,"Basic Books, c1976.",nyu,1976,mdp.39015006008299
"Atkin, Julia Anne, 1951-",An information processing model of learning and problem solving / by Julia Anne Atkin.,1977,nyu,1977,coo.31924001797814
"Blasi, Anthony J.","Toward an interpretive sociology / Anthony J. Blasi, Fabio B. Dasilva, Andrew J. Weigert.","University Press of America, c1978.",dcu,1978,mdp.39015013437598
"Haywood, Harry, 1898-1985.",Black Bolshevik : autobiography of an Afro-American Communist / Harry Haywood.,"Liberator Press, [c1978]",ilu,1978,mdp.39015002633165
"Fairlie, Henry, 1924-1990.",The Kennedy promise : the politics of expectation.,"Doubleday, 1973.",nyu,1973,mdp.39015000249519
"Katz, Marsha.",Antecedents of coping behavior in a role conflict situation / by Marsha Katz.,1978,miu,1978,msu.31293104381326
"Morris, Richard Brandon, 1904-",America at 200 : essays / by Richard B. Morris and Henry F. Graff.,"Foreign Policy Association, 1975.",nyu,1975,umn.31951001847547g
"Ratzenhofer, Gustav, 1842-1904.",Die sociologische Erkenntnis : positive Philosophie des socialen Lebens / von Gustav Ratzenhofer.,"Arno Press, 1975.",nyu,1975,uva.x000283481
"Cobb, Sanford H. 1838-1910.",The rise of religious liberty in America; a history. With a new introd. by Paul L. Murphy.,"Johnson Reprint Corp., 1970.",nyu,1970,uc1.b5240370
"Glass, Bentley, 1906-2005.","The timely and the timeless; the interrelationships of science, education, and society, by Bentley Glass. Foreword by Ward Madden.",Basic Books [1970],nyu,1970,mdp.39015010775198
"Watts, Alan, 1915-1973.",The supreme identity; an essay on Oriental metaphysic and the Christian religion.,Vintage Books [1972],nyu,1972,mdp.39015004000991
"Griffith, Robert, 1940-",The politics of fear: Joseph R. McCarthy and the Senate.,"Published for the Organization of American Historians [by] University Press of Kentucky, 1970.",kyu,1970,mdp.39015000572605
"Stevens, Charles Emery, 1815-1893.",Anthony Burns : a history / Charles Emery Stevens.,"Corner House, 1973.",mau,1973,mdp.39015071648831
"Higgins, Dick, 1938-",A dialectic of centuries : notes towards a theory of the new arts/ Dick Higgins.,"Printed Editions, 1978.",nyu,1978,inu.39000003078834
"Becker, Theodore Lewis.","Un-vote for a new America : a guide to constitutional revolution / Ted Becker, narrative ; Paul Szep, cartoons ; with Dwight Ritter ; with comments by Walter Cronkite ... [et. al.].","Allyn and Bacon, c1976.",mau,1976,inu.39000007624708
"White, Andrew Dickson, 1832-1918.",A history of the warfare of science with theology in Christendom / by Andrew Dickson White.,"Peter Smith, 1978.",mau,1978,mdp.39015003513408
"Kuhn, Thomas S. 1922-1996.","The structure of scientific revolutions, by Thomas S. Kuhn.","University of Chicago Press, 1970]",ilu,1970,mdp.39015000148356
"Higham, John, 1937-","Strangers in the land; patterns of American nativism, 1860-1925.","Atheneum, c1973.",nyu,1973,pst.32239001535059
"Love, Edmund G.","Hanging on; or, How to get through a depression and enjoy life, by Edmund G. Love.","W. Morrow, 1972.",nyu,1972,mdp.39015020697424
"Nowlin, William F. 1897-","The Negro in American national politics, by William F. Nowlin.",Russell & Russell [1970],nyu,1970,mdp.39015015210068
"Royce, Josiah, 1855-1916.","The religious philosophy of Josiah Royce / edited, with an introductory essay, by Stuart Gerry Brown.","Greenwood Press, 1976, c1952.",ctu,1976,uva.x000131401
,Aspen Institute readings / edited by Martin Krasney ; with commentary on texts and authors by Sidney Hyman.,"Aspen Institute for Humanistic Studies, 1977.",nyu,1977,mdp.39015025961270
"Herbart, Johann Friedrich, 1776-1841.",Outlines of educational doctrine / by John Frederick Herbart ; translated by Alexis F. Lange ; annotated by Charles de Garmo.,"Folcroft Library Editions, 1978.",pau,1978,mdp.39076006936889
"Brown, Roger L.",The effect of modeled rule violation on adherence to a previously learned task in adults / by Roger L[eRoy] Brown.,1978,wiu,1978,wu.89011024395
,"The international library of Afro-American life and history / [editor-in-chief, Charles H. Wesley].","The Publishers Agency, Inc. : under the auspices of the Association for the Study of Afro-American Life and History, c1976.",pau,1976,pst.000027328149
"Croce, Benedetto, 1866-1952.",History as the story of liberty. [Translated by Sylvia Sprigge],Regnery [1970],ilu,1970,ien.35556008783201
National Science Board (U.S.),Science and the challenges ahead / report of the National Science Board,"The Board : For sale by the Supt. of Docs., U.S. G.P.O., 1974",dcu,1974,uc1.31822005843602
"Polanyi, Michael, 1891-1976.",Scientific thought and social reality; essays. Edited by Fred Schwartz.,International Universities Press [1974],nyu,1974,wu.89037587771
"Weingarten, Violet.",Intimations of mortality / by Violet Weingarten.,"Knopf, 1978.",nyu,1978,mdp.39015031307526
"Balter, Robert, 1945-",The merchant in the classroom : the influence of bourgeois thought on American education / by Robert Balter.,1977,nyu,1977,coo.31924001323959
"Brock, William Ranulf.",The evolution of American democracy [by] William R. Brock.,"Dial Press, 1970.",nyu,1970,mdp.39015046456201
"Copi, Irving M.",Essays on Wittgenstein's Tractatus. Edited by Irving M. Copi and Robert W. Beard.,"Hafner Press, 1973 [c1966]",nyu,1973,mdp.39015002865098
"Brittain, Alfred","Women of early Christianity / by Alfred Brittain and Mitchell Carroll ; with an introd. by J. Cullen Ayre, Jr","Rittenhouse Press, 1907- 1908",nyu,1976,uc1.31970004346208
United States. Congress. House. Committee on Science and Astronautics.,"Federal policy, plans, and organization for science and technology; interim staff report . . . Ninety-third Congress, second session . . .","U.S. Govt. Print. Off., 1974.",dcu,1974,uc1.a0000094250
"Adkins, A. W. H.","From the many to the one; a study of personality and views of human nature in the context of ancient Greek society, values, and beliefs [by] A. W. H. Adkins.",Cornell University Press [1970],nyu,1970,uc1.b3923434
"Zhongguo gong chan dang. Zhong yang wei yuan hui,, 中国共产党. 中央委員会,","Zhong gong zhong yang guan yu wu chan jie ji wen hua da ge ming wen jie xuan bian / Yunnan Sheng jiao yu ting bian.,中共中央关于无产阶级文化大革命文件选编 / 云南省教育厅编.","Center for Chinese Research Materials, Association of Research Libraries, [1974?], [云南省教育厅], 1967.",dcu,1974,pst.000024408202
"Cain, Sandra E.",Sciencing : an involvement approach to elementary science methods / Sandra E. Cain and Jack M. Evans.,"Merrill, c1979.",ohu,1979,mdp.39076006118264
"Arnheim, Rudolf.",Entropy and art; an essay on disorder and order.,"University of California Press, [1971]",cau,1971,mdp.39015013662617
"Dobson, James C., 1936-",Hide or seek [by] James Dobson.,F.H. Revell Co. [1974],nju,1974,mdp.39015000298813
,"Science, ethics, and medicine / edited by H. Tristam Engelhardt, Jr. and Daniel Callahan.","Hastings Center, Institute of Society, Ethics and the Life Sciences, c1976.",nyu,1976,mdp.39015000302433
"Hatch, Rebecca Powers, 1952-",The effects of praise on children's social responses / by Rebecca Powers Hatch.,1977,nyu,1977,coo.31924001363500
"Sanford, Charles L., 1920-",The quest for paradise : Europe and the American Moral imagination / Charles L. Sanford.,"AMS Press, [1979]",nyu,1979,mdp.39015010849472
"Martin, William T., 1938-",Motivation and productivity in public sector human service organizations / William T. Martin.,"Quorum Books, c1988.",nyu,1988,inu.39000009168670
"Paen, Alex",Love from America : a newsman's account of efforts to aid hostages in Tehran / by Alex Paen ; written with James H. Brown.,"Roundtable Publishing, 1989.",cau,1989,wu.89058250812
"M/Ric, 1892-","Purging Americans to rid the world of nuclear and space weapons, and to raise the national average of the mental ability of Americans via new and valid political and economic systems, and an advanced culture / by M/Ric.","D.T. Publishers, [198-]",nju,1986,wu.89058253618
,"Handbook of biological psychiatry / editor, Herman M. van Praag ; associate editors, Malcolm H. Lader, Ole J. Rafaelsen, Edward J. Sachar.","M. Dekker, c1979-1981.",nyu,1981,mdp.39015002408402
"Dardis, Tom.",The thirsty muse : alcohol and the American writer / Tom Dardis.,"Ticknor & Fields, 1989.",nyu,1989,mdp.39015014452273
"Langbaum, Robert Woodrow, 1924-",The word from below : essays on modern literature and culture / Robert Langbaum.,"University of Wisconsin Press, 1987.",wiu,1987,mdp.39015016925938
"Wellin, Michael.",Behaviour technology : a new approach to managing people at work / by Michael Wellin.,"Nichols Pub. Co., 1984.",nyu,1984,mdp.39015006423720
"LeShan, Lawrence L., 1920-",Einstein's space and Van Gogh's sky : physical reality and beyond / by Lawrence LeShan and Henry Margenau.,"Collier Books, 1983.",nyu,1983,uva.x000818798
"Gillmore, Robert, 1946-",Liberalism & the politics of plunder : the conscience of a neo- liberal / by Robert Gillmore.,"W.L. Bauhan, 1987.",nhu,1987,wu.89058253485
"Claflin, Edward.",Sojourner Truth and the struggle for freedom / by Edward Beecher Claflin ; illustrations by Jada Rowland.,"Barron's Educational Series, Inc., 1987.",nyu,1987,mdp.39015061012863
"Walsh, Roger N.",Staying alive : the psychology of human survival / Roger Walsh ; [forewords by Dalai Lama and Linus Pauling].,"New Science Library ; Distributed in the United States by Random House, 1984.",cou,1984,mdp.39015015275483
,The Modern presidency : from Roosevelt to Reagan / John Hart ... [et al.].,"Harper & Row, c1987.",nyu,1987,mdp.39015012829910
"Dusinberre, William, 1930-","Henry Adams, the myth of failure / by William Dusinberre.","University Press of Virginia, [1980]",vau,1980,mdp.39076006180629
Illinois Video.,Extended rental video. Science and technology / Illinois Video.,"University of Illinois Film/Video Center, [©1985]",ilu,1985,uiug.30112120215477
"Maier, Henry W.",Three theories of child development / Henry W. Maier.,"University Press of America, c1988.",xxu,1988,pst.000014007422
"Suarez, E. M.","Sanity, insanity, and common sense / Rick Suarez, Roger C. Mills, Darlene Stewart.","Fawcett Columbine, 1987.",nyu,1987,ien.35556017826843
"Cantor, Nancy.","Personality and social intelligence / Nancy Cantor, John F. Kihlstrom.","Prentice-Hall, c1987.",nju,1987,mdp.39015012117159
"Karp, David Allen, 1944-",Experiencing the life cycle : a social psychology of aging / by David A. Karp and William C. Yoels.,"C.C. Thomas, c1982.",ilu,1982,mdp.39015015274585
,A Wider giving : women writing after a long silence / edited & with an introduction by Sondra Zeidenstein.,"Chicory Blue Press, c1988.",ctu,1988,mdp.39015032334826
"Herrnson, Paul S., 1958-",Party campaigning in the 1980s / Paul S. Herrnson.,"Harvard University Press, 1988.",mau,1988,uc1.b4967638
"Aptheker, Herbert, 1915-2003.",American Negro slave revolts / by Herbert Aptheker ; with a foreword by John H. Bracey.,"International Publishers, c1983.",nyu,1983,mdp.39015062112514
,"Massachusetts General Hospital handbook of general hospital psychiatry / edited by Thomas P. Hackett, Ned H. Cassem.","PSG Pub. Co., c1987.",mau,1987,mdp.39015012458587
"Pearce, Joseph Chilton.",Magical child : rediscovering nature's plan for our children / Joseph Chilton Pearce.,"Bantam, 1980, c1977.",nyu,1980,mdp.39015035323925
"Nathan, Richard P.",Social science in government : uses and misuses / Richard P. Nathan.,"Basic Books, c1988.",nyu,1988,uc1.b4420757
,"Mental retardation and mental illness : assessment, treatment, and service for the dually diagnosed / edited by Robert J. Fletcher, Frank J. Menolascino.","Lexington Books, c1989.",mau,1989,mdp.39015017900336
"Winslow, C.-E. A. 1877-1957.",The conquest of epidemic disease : a chapter in the history of ideas / Charles-Edward Amory Winslow.,"University of Wisconsin Press, 1980 printing, c1971.",wiu,1980,mdp.49015001299479
"Broad, William J",Betrayers of the truth / by William Broad and Nicholas Wade,"Simon and Schuster, [1983] c1982",nyu,1982,uc1.31822002403749
"Barry, John M., 1947-",The ambition and the power : Jim Wright and the will of the House / John Barry.,"Viking, 1989.",nyu,1989,mdp.39015015496246
"Forbes, B. C., 1880-1954.",Men who are making America / by B. C. Forbes.,"Vector Pub. Co., [198?]",iau,1980,iau.31858001000243
"Urban, Joan, 1950-",Richard Wright / Joan Urban.,"Chelsea House Publishers, c1989.",nyu,1989,inu.39000004673161
"Rifkin, Jeremy.",Declaration of a heretic / Jeremy Rifkin.,"Routledge & Kegan Paul, 1985.",mau,1985,mdp.39015012963735
"Farrakhan, Louis.",Back where we belong : selected speeches / by Louis Farrakhan ; edited by Joseph D. Eure and Richard M. Jerome.,"PC International Press, c1989.",pau,1989,mdp.39015018525959
"Schuman, David.","American government : the rules of the game / David Schuman, with Arthur A. Felts.","Random House, 1984.",nyu,1984,inu.39000004145327
"Lerner, Frederick Andrew, 1945-",Modern science fiction and the American literary community / by Frederick Andrew Lerner.,"Scarecrow Press, 1985.",nju,1985,mdp.39015011363309
,Social interaction and the development of children's understanding / edited by Lucien Winegar.,"Ablex Pub. Corp., c1989.",nju,1989,mdp.39015015507182
"Morse, John T., Jr. 1840-1937.","Thomas Jefferson / John T. Morse, Jr. ; introd. by Merill D. Peterson.","Chelsea House : [distributed by Scribner Book Companies], 1980.",nyu,1980,coo.31924011845777
"Goldwater, Barry M. 1909-1998.","Goldwater / by Barry M. Goldwater, Jack Casserly.","Doubleday, c1988.",nyu,1988,mdp.39015013407500
"Scheffler, Israel.","Inquiries : philosophical studies of language, science, & learning / Israel Scheffler.","Hackett Pub. Co., c1986.",inu,1986,mdp.39015011573907
"Rockman, Bert A.",The leadership question : the presidency and the American system / Bert A. Rockman.,"Prager, 1984.",nyu,1984,mdp.39015008178652
"Denis, Christopher.",The films of Shirley MacLaine / Christopher Paul Denis.,"Citadel Press, 1980.",nju,1980,mdp.39015001536419
"Straus, Dorothea.",Under the canopy / Dorothea Straus.,"G. Braziller, 1982.",nyu,1982,mdp.39015011257378
"Shattuck, John.","Government information controls : implications for scholarship, science and technology / by John Shattuck and Muriel Morisey Spence.","Association of American Universities, 1988]",dcu,1988,mdp.39015013517480
,"Personality and the behavioral disorders / edited by Norman S. Endler, J. McVicker Hunt.","Wiley, c1984.",nyu,1984,mdp.39015007040481
"McGill, Ralph, 1898-1969.","The best of Ralph McGill : selected columns / [compiled] by Michael Strickland, Harry Davis, Jeff Strickland.","Cherokee Pub. Co., 1980.",gau,1980,uc1.b4112475
"Wilkins, Roy, 1901-1981.",Standing fast : the autobiography of Roy Wilkins / Roy Wilkins with Tom Mathews.,"Viking Press, [1982]",nyu,1982,mdp.39015009100275
,Pacific philosophy forum.,University of the Pacific Philosophy Institute.,cau,1980,uiug.30112032542380
"Walker, Alice, 1944-",In search of our mothers' gardens : womanist prose / by Alice Walker,"Harcourt Brace Jovanovich, [1983], ©1983",cau,1983,mdp.39015042984982
"Yu, Beongcheon.",The great circle : American writers and the Orient / Beongcheon Yu.,"Wayne State University Press, 1983.",miu,1983,mdp.39015005790079
"Stern, Bert.",The last sitting / Bert Stern ; text with Annie Gottlieb.,"Morrow, 1982.",nyu,1982,uva.x000544473
"Baker, Russell, 1925-2019.",Growing up / Russell Baker.,"Congdon & Weed : Distributed by St. Martin's Press, c1982.",nyu,1982,mdp.39015012430362
"Young, Louise B.",The unfinished universe / Louise B. Young.,"Simon and Schuster, c1986.",nyu,1986,uc1.b4282081
"Heslep, Robert D.",The mental in education : a philosophical study / Robert D. Heslep.,"University of Alabama Press, c1981.",alu,1981,mdp.39015011348185
,Contemporary topics in developmental psychology / edited by Nancy Eisenberg.,"Wiley, c1987.",nyu,1987,mdp.39015058019210
"Burk, Robert Fredrick, 1955-","Dwight D. Eisenhower, hero & politician / Robert F. Burk.","Twayne Publishers, c1986.",mau,1986,uc1.b4445512
"Panitz, Esther L.",The alien in their midst : images of Jews in English literature / Esther L. Panitz.,"Associated University Presses, c1981.",nju,1981,mdp.39015011607234
,"Women changing therapy : new assessments, values, and strategies in feminist therapy / edited by Joan Hamerman Robbins, Rachel Josefowitz Siegel.","Harrington Park Press, c1985.",nyu,1985,mdp.39015043786105
"Brin, Herb.",Ich bin ein Jude : travels through Europe on the edge of savagery / by Herb Brin ; with a preface by Elie Wiesel.,"Jonathan David, c1982.",nyu,1982,mdp.39015029510784
"Tytell, John.","Naked angels : Kerouac, Ginsberg, Burroughs / John Tytell.","Grove Weidenfeld, 1991.",nyu,1991,uva.x004091595
"Atkins, Ella Marie.","Plan generation and hard real-time execution with application to safe, autonomous flight.",1999,miu,1999,mdp.39015043234759
"Christensen, Tom, 1949-","Structure, culture, and governance : a comparison of Norway and the United States / Tom Christensen and B. Guy Peters.","Rowman & Littlefield Publishers, c1999.",mdu,1999,mdp.39015047523603
"Russo, Gus.",Live by the sword : the secret war against Castro and the death of JFK / Gus Russo.,"Bancroft Press ; Distributed to the trade by National Book Network, 1998.",mdu,1998,mdp.39015043048662
"Hunt, Shelby D.",Modern marketing theory : critical issues in the philosophy of marketing science / Shelby D. Hunt.,"South-Western Pub. Co., c1991.",ohu,1991,mdp.39076001031199
"Yeshitela, Omali.",The dialectics of Black Revolution and the struggle to defeat the counterinsurgency in the U.S. / by Omali Yeshitela.,"Burning Spear Publications, 1991.",cau,1991,mdp.39015082654875
,"The American political family / Donn M. Kurtz II, editor.","University Press of America, c1993.",mdu,1993,mdp.39015028914367
,"Massachusetts General Hospital handbook of general hospital psychiatry / [edited by] Ned H. Cassem ; co-editors, Theodore A. Stern, Jerrold F. Rosenbaum, Michael S. Jellinek.","Mosby, c1997.",mou,1997,mdp.39015041356901
